                  id                  |                      email                      |         name          | users_club_id | members_club_id |                  status                  
 b494b968-3d04-434e-914c-c83a998df7d8 | rajesh.tandon.it.grad@stvincentngp.edu.in       | Rajesh Tandon         |               | artovert        | users.club_id is NULL but has membership
 0a4a5eb1-afa7-4285-9fef-3b57b937103d | ramesh.dutta.csbs.2022@stvincentngp.edu.in      | Ramesh Dutta          |               | achievers       | users.club_id is NULL but has membership
 fdaf03b4-1497-425a-9146-3a76f1029ed4 | ramesh.goyal.mech.2024@stvincentngp.edu.in      | Ramesh Goyal          |               | achievers       | users.club_id is NULL but has membership
 2a170eb4-eef2-4936-bd8f-8ef6fed7499d | ramesh.sen.civil.grad@stvincentngp.edu.in       | Ramesh Sen            |               | achievers       | users.club_id is NULL but has membership
 4f1b4c11-f53c-4049-9106-19ff7d460d76 | ramesh.srinivas.aids.2023@stvincentngp.edu.in   | Ramesh Srinivas       |               | aster           | users.club_id is NULL but has membership
 93cb9411-e541-420f-954b-2e35740fb479 | ramesh.venkat.civil.2024@stvincentngp.edu.in    | Ramesh Venkat         |               | achievers       | users.club_id is NULL but has membership
 06036f36-593e-4850-b36c-cc1d2354b78d | rekha.ghosh.ece.2022@stvincentngp.edu.in        | Rekha Ghosh           |               | achievers       | users.club_id is NULL but has membership
 fdc309c0-069b-49c4-bdd5-99da51b786ed | rekha.iyer.csbs.2024@stvincentngp.edu.in        | Rekha Iyer            |               | ascend          | users.club_id is NULL but has membership
 3903c13a-e086-4a28-9336-11a5e2af9ef7 | reyansh.bansal.it.2024@stvincentngp.edu.in      | Reyansh Bansal        |               | artovert        | users.club_id is NULL but has membership
 7a7cf0db-2270-41d5-9eff-7ce114b2c9f7 | reyansh.khanna.cse.2024@stvincentngp.edu.in     | Reyansh Khanna        |               | artovert        | users.club_id is NULL but has membership
 dccdc2a1-502b-4bc7-80fb-6794c8760225 | rita.bhat.chem.2023@stvincentngp.edu.in         | Rita Bhat             |               | ascend          | users.club_id is NULL but has membership
 96c936f6-ff6e-4c92-808f-fbf95767b527 | rita.mukherjee.aids.grad@stvincentngp.edu.in    | Rita Mukherjee        |               | achievers       | users.club_id is NULL but has membership
 2300b5d3-beda-4fee-912c-3b6674025dc2 | rita.sundaram.csbs.grad@stvincentngp.edu.in     | Rita Sundaram         |               | achievers       | users.club_id is NULL but has membership
 0f902ef2-afbf-4d25-b4bb-5fe8c66fc2c6 | rita.varma.aids.grad@stvincentngp.edu.in        | Rita Varma            |               | ascend          | users.club_id is NULL but has membership
 1de62976-1c2e-4a1c-96bd-bb8ff8a9306a | riya.chandra.it.grad@stvincentngp.edu.in        | Riya Chandra          |               | achievers       | users.club_id is NULL but has membership
 63316bd1-57f9-463b-9ede-4e4a3d9f6ebc | riya.desai.it.2023@stvincentngp.edu.in          | Riya Desai            |               | ascend          | users.club_id is NULL but has membership
 42926f16-66a7-4773-bc41-e7f45a8ac247 | riya.joshi.mech.2024@stvincentngp.edu.in        | Riya Joshi            |               | achievers       | users.club_id is NULL but has membership
 5fa319e5-cdcc-4ac5-b90a-54a78ef99efc | riya.menon.cse.2023@stvincentngp.edu.in         | Riya Menon            |               | artovert        | users.club_id is NULL but has membership
 f64d0be6-ffad-49ac-a8b2-b50d43f42dd3 | riya.mukherjee.it.2022@stvincentngp.edu.in      | Riya Mukherjee        |               | achievers       | users.club_id is NULL but has membership
 d4b64602-ff9c-4009-82e6-deba3a87de52 | riya.naidu.civil.2022@stvincentngp.edu.in       | Riya Naidu            |               | achievers       | users.club_id is NULL but has membership
 7b927dfb-7e4a-40b3-b9d6-f0690d5939b3 | riya.nair.chem.2022@stvincentngp.edu.in         | Riya Nair             |               | achievers       | users.club_id is NULL but has membership
 14c2825e-09bf-4451-a465-c95ae4284a6a | riya.singh.chem.2024@stvincentngp.edu.in        | Riya Singh            |               | achievers       | users.club_id is NULL but has membership
 133a61a7-a20d-465a-af20-26fd2544e1d0 | rohit.chopra.chem.2024@stvincentngp.edu.in      | Rohit Chopra          |               | ascend          | users.club_id is NULL but has membership
 d57f7718-1b5f-4889-97a3-76a96a238540 | rohit.dutta.civil.2024@stvincentngp.edu.in      | Rohit Dutta           |               | aster           | users.club_id is NULL but has membership
 066bd297-28e7-4157-b4e2-25e64bd3834c | rohit.murthy.cse.grad@stvincentngp.edu.in       | Rohit Murthy          |               | achievers       | users.club_id is NULL but has membership
 61ee5d21-3847-45fb-b8e7-b5f5579dbfee | rohit.sharma.mech.2024@stvincentngp.edu.in      | Rohit Sharma          |               | ascend          | users.club_id is NULL but has membership
 4a526572-d81e-4634-94c2-2ea5ae5d75be | rohit.singh.cse.2023@stvincentngp.edu.in        | Rohit Singh           |               | ascend          | users.club_id is NULL but has membership
 739d8de7-e9fc-441d-a96e-ad37421098da | rudra.joshi.it.2024@stvincentngp.edu.in         | Rudra Joshi           |               | aster           | users.club_id is NULL but has membership
 234f4ab1-3cc5-45ae-b57b-f508cae2230e | rudra.malhotra.it.2024@stvincentngp.edu.in      | Rudra Malhotra        |               | artovert        | users.club_id is NULL but has membership
 3c0310f4-0e98-4a8b-823e-32a128b1188e | rudra.nair.civil.2023@stvincentngp.edu.in       | Rudra Nair            |               | achievers       | users.club_id is NULL but has membership
 ea58727b-8c98-4cfe-ab9b-ef43e3622a27 | rudra.shah.ece.2022@stvincentngp.edu.in         | Rudra Shah            |               | ascend          | users.club_id is NULL but has membership
 ea39f055-7cf4-4837-b82f-8a36d6c8f7a6 | sachin.mehta.civil.2024@stvincentngp.edu.in     | Sachin Mehta          |               | achievers       | users.club_id is NULL but has membership
 f6ff25db-9d05-4145-b0bf-eb0a9f403119 | sachin.prasad.cse.grad@stvincentngp.edu.in      | Sachin Prasad         |               | artovert        | users.club_id is NULL but has membership
 7956e013-49c1-4938-923e-03982507f939 | sachin.raju.eee.grad@stvincentngp.edu.in        | Sachin Raju           |               | ascend          | users.club_id is NULL but has membership
 588e7c5d-3fdf-4c3f-b498-9455c6c9956d | sachin.raju.mech.2023@stvincentngp.edu.in       | Sachin Raju           |               | achievers       | users.club_id is NULL but has membership
 a0c14c4b-530b-42df-b589-cc04f1a1a468 | sachin.raman.ece.2023@stvincentngp.edu.in       | Sachin Raman          |               | achievers       | users.club_id is NULL but has membership
 466f3cb4-18bb-485e-827a-e5290cedd969 | samiksha.dhawas@zenith.edu                      | Samiksha Dhawas       |               | artovert        | users.club_id is NULL but has membership
 747be3ea-88ed-4ac3-a6a3-bd69028c307b | sara.khanna.mech.grad@stvincentngp.edu.in       | Sara Khanna           |               | aster           | users.club_id is NULL but has membership
 258f881a-71e5-4771-9185-c38c2a2f8c0f | sara.modi.civil.grad@stvincentngp.edu.in        | Sara Modi             |               | ascend          | users.club_id is NULL but has membership
 e036f3f6-9138-48ed-b765-7f235cd26ce9 | sara.raju.civil.2024@stvincentngp.edu.in        | Sara Raju             |               | ascend          | users.club_id is NULL but has membership
 44a99bf6-b72c-45a4-9916-068bb79c4e8d | sara.verma.mech.grad@stvincentngp.edu.in        | Sara Verma            |               | aster           | users.club_id is NULL but has membership
 27b07006-e253-4fdb-a0b7-32c4ecc00550 | savita.das.cse.2024@stvincentngp.edu.in         | Savita Das            |               | aster           | users.club_id is NULL but has membership
 0fa29d11-4834-47db-be7f-9d385bc5c0db | savita.kapoor.it.2022@stvincentngp.edu.in       | Savita Kapoor         |               | ascend          | users.club_id is NULL but has membership
 e1e32e12-f57f-410d-a56e-4dcd0c3526ed | savita.khanna.ece.2023@stvincentngp.edu.in      | Savita Khanna         |               | aster           | users.club_id is NULL but has membership
 2e1967b7-3996-4e17-9f07-98719fec9395 | savita.krishna.cse.grad@stvincentngp.edu.in     | Savita Krishna        |               | aster           | users.club_id is NULL but has membership
 dab3aee6-6af4-4873-af15-37cadc6cf86d | savita.tandon.aids.2024@stvincentngp.edu.in     | Savita Tandon         |               | achievers       | users.club_id is NULL but has membership
 8fc2a9dd-3565-42d5-a65b-3f948ce046d4 | savita.venkat.civil.grad@stvincentngp.edu.in    | Savita Venkat         |               | artovert        | users.club_id is NULL but has membership
 baa5e01a-03f2-4f5b-bb02-9ac1bee12a89 | savita.verma.ece.grad@stvincentngp.edu.in       | Savita Verma          |               | achievers       | users.club_id is NULL but has membership
 c3a2589e-dff1-40c3-a59e-ef29cf4c42df | seeta.bhatia.civil.2023@stvincentngp.edu.in     | Seeta Bhatia          |               | achievers       | users.club_id is NULL but has membership
 9048a0e5-4e56-4a30-bbaf-53a02b93f316 | shaurya.murthy.mech.2022@stvincentngp.edu.in    | Shaurya Murthy        |               | aster           | users.club_id is NULL but has membership
 ba93ceb7-b456-4d81-a2a4-75391ecee51a | sneha.mehta.chem.grad@stvincentngp.edu.in       | Sneha Mehta           |               | achievers       | users.club_id is NULL but has membership
 e94eeb58-38be-493b-b185-de604aa0566e | sneha.sethi.chem.2023@stvincentngp.edu.in       | Sneha Sethi           |               | ascend          | users.club_id is NULL but has membership
 fbbcd147-595f-4eef-b976-366acef8ff26 | sneha.sharma.civil.2023@stvincentngp.edu.in     | Sneha Sharma          |               | ascend          | users.club_id is NULL but has membership
 e9b5e78d-e516-47c8-a5aa-501a6c34527a | sudha.malhotra.it.2022@stvincentngp.edu.in      | Sudha Malhotra        |               | ascend          | users.club_id is NULL but has membership
 7d668d6b-f685-4911-a305-047d7aa56b28 | sudha.naidu.aids.grad@stvincentngp.edu.in       | Sudha Naidu           |               | aster           | users.club_id is NULL but has membership
 8b8e18b7-96f8-486e-8e0d-e6c4d8a44fc6 | sunita.goel.mech.grad@stvincentngp.edu.in       | Sunita Goel           |               | aster           | users.club_id is NULL but has membership
 8d635cd3-34fd-4c04-8a13-425cef4aea07 | sunita.jain.cse.grad@stvincentngp.edu.in        | Sunita Jain           |               | ascend          | users.club_id is NULL but has membership
 6c504779-5a21-41bc-8130-7b5357830cb4 | sunita.raju.cse.grad@stvincentngp.edu.in        | Sunita Raju           |               | artovert        | users.club_id is NULL but has membership
 41b85180-78de-4135-8b1b-d525a4612121 | sunita.srinivas.eee.grad@stvincentngp.edu.in    | Sunita Srinivas       |               | ascend          | users.club_id is NULL but has membership
 256b6d4b-24dc-41c6-82ed-3ebcb991e66f | suresh.jain.cse.2024@stvincentngp.edu.in        | Suresh Jain           |               | ascend          | users.club_id is NULL but has membership
 49417a0e-0f43-45fb-a5a6-cb47b5582d68 | suresh.prasad.chem.2024@stvincentngp.edu.in     | Suresh Prasad         |               | aster           | users.club_id is NULL but has membership
 cf73c4fb-4ae1-4c9c-8e0c-88fc291b0d0d | tara.agarwal.aids.2024@stvincentngp.edu.in      | Tara Agarwal          |               | achievers       | users.club_id is NULL but has membership
 71c3fcbc-dfbc-47a6-9e63-74e85ad7d488 | tara.bhat.cse.2024@stvincentngp.edu.in          | Tara Bhat             |               | aster           | users.club_id is NULL but has membership
 ecba650c-0e82-4a85-81c8-9a46c5444cc4 | tara.pandya.eee.2024@stvincentngp.edu.in        | Tara Pandya           |               | aster           | users.club_id is NULL but has membership
 2c363200-f236-45f5-921e-30e422c0da55 | tara.roy.chem.2022@stvincentngp.edu.in          | Tara Roy              |               | aster           | users.club_id is NULL but has membership
 8aaa38fc-21a0-4fd4-a756-492dcb0cf9fe | usha.goyal.civil.2024@stvincentngp.edu.in       | Usha Goyal            |               | achievers       | users.club_id is NULL but has membership
 333586c1-3015-4219-ad23-4e4cf2264e7f | usha.murthy.civil.2023@stvincentngp.edu.in      | Usha Murthy           |               | achievers       | users.club_id is NULL but has membership
 79af793e-5d26-4f6d-9e53-66bbe0608925 | usha.murthy.cse.2024@stvincentngp.edu.in        | Usha Murthy           |               | aster           | users.club_id is NULL but has membership
 ca6ae40f-c07f-4d11-8fda-49f4b9623cff | usha.pillai.aids.2022@stvincentngp.edu.in       | Usha Pillai           |               | ascend          | users.club_id is NULL but has membership
 10c8cccc-ec4f-4e6b-87b5-6249996e0454 | usha.thakkar.cse.grad@stvincentngp.edu.in       | Usha Thakkar          |               | aster           | users.club_id is NULL but has membership
 883831a7-c437-4fe4-9774-88db0103a5d1 | varun.chopra.cse.2022@stvincentngp.edu.in       | Varun Chopra          |               | achievers       | users.club_id is NULL but has membership
 bfd29cec-50f9-4f35-8c6e-ed8470556fe7 | varun.goyal.aids.2023@stvincentngp.edu.in       | Varun Goyal           |               | artovert        | users.club_id is NULL but has membership
 96ed8413-d286-494c-9193-94c5df18c332 | varun.krishna.cse.2023@stvincentngp.edu.in      | Varun Krishna         |               | artovert        | users.club_id is NULL but has membership
 1e6ee6a2-5f08-47e6-964a-9b107164bab5 | vedant.menon.csbs.2023@stvincentngp.edu.in      | Vedant Menon          |               | aster           | users.club_id is NULL but has membership
 a1129a33-cad2-49ea-aece-910e1b9fa9f0 | vedant.menon.mech.2023@stvincentngp.edu.in      | Vedant Menon          |               | artovert        | users.club_id is NULL but has membership
 3e6a0b6b-cdc8-4078-a7fc-0dbb57129ac6 | vedant.pillai.eee.2024@stvincentngp.edu.in      | Vedant Pillai         |               | artovert        | users.club_id is NULL but has membership
 d07c1a56-6d7c-40ea-8534-fec7565d31e7 | vedant.thakkar.aids.2024@stvincentngp.edu.in    | Vedant Thakkar        |               | achievers       | users.club_id is NULL but has membership
 516a1eee-d8f9-4283-8cfb-740c0387ca8c | vidhi.morajkar@zenith.edu                       | Vidhi Pravin Menghare |               | aster           | users.club_id is NULL but has membership
 3671347e-912b-49bf-897a-bc97e7f31916 | vihaan.chopra.it.grad@stvincentngp.edu.in       | Vihaan Chopra         |               | achievers       | users.club_id is NULL but has membership
 07190594-c37f-4ac0-bcfa-cb68ed30d242 | vihaan.kumar.chem.2022@stvincentngp.edu.in      | Vihaan Kumar          |               | achievers       | users.club_id is NULL but has membership
 3c0ceb61-764b-45a7-88de-4405d04a681d | vihaan.kumar.eee.2023@stvincentngp.edu.in       | Vihaan Kumar          |               | artovert        | users.club_id is NULL but has membership
 c5f7f24a-2ed9-41d6-9186-ae92590ad41d | vihaan.srinivas.mech.grad@stvincentngp.edu.in   | Vihaan Srinivas       |               | achievers       | users.club_id is NULL but has membership
 aa548ac7-913a-47db-91bf-a3d3046754ca | vivaan.chatterjee.csbs.2024@stvincentngp.edu.in | Vivaan Chatterjee     |               | achievers       | users.club_id is NULL but has membership
 f42cb37d-1508-4ed0-81db-9660aea4cc64 | vivaan.shah.aids.2024@stvincentngp.edu.in       | Vivaan Shah           |               | ascend          | users.club_id is NULL but has membership
 7df9bc12-44d8-456c-bf9e-4aa833aec4cd | yash.gupta.mech.2024@stvincentngp.edu.in        | Yash Gupta            |               | ascend          | users.club_id is NULL but has membership
 3f925245-2286-4eae-bb5a-c3bf53c556df | yash.menon.ece.grad@stvincentngp.edu.in         | Yash Menon            |               | achievers       | users.club_id is NULL but has membership
 b3259e69-05e5-415e-a756-815321804f0b | yash.pandya.civil.grad@stvincentngp.edu.in      | Yash Pandya           |               | ascend          | users.club_id is NULL but has membership
(248 rows)

