                  id                  |          name           |                      email                      |         role         |  club_id  
 b494b968-3d04-434e-914c-c83a998df7d8 | Rajesh Tandon           | rajesh.tandon.it.grad@stvincentngp.edu.in       | student              | 
 0a4a5eb1-afa7-4285-9fef-3b57b937103d | Ramesh Dutta            | ramesh.dutta.csbs.2022@stvincentngp.edu.in      | student              | 
 fdaf03b4-1497-425a-9146-3a76f1029ed4 | Ramesh Goyal            | ramesh.goyal.mech.2024@stvincentngp.edu.in      | student              | 
 2a170eb4-eef2-4936-bd8f-8ef6fed7499d | Ramesh Sen              | ramesh.sen.civil.grad@stvincentngp.edu.in       | student              | 
 4f1b4c11-f53c-4049-9106-19ff7d460d76 | Ramesh Srinivas         | ramesh.srinivas.aids.2023@stvincentngp.edu.in   | student              | 
 93cb9411-e541-420f-954b-2e35740fb479 | Ramesh Venkat           | ramesh.venkat.civil.2024@stvincentngp.edu.in    | student              | 
 06036f36-593e-4850-b36c-cc1d2354b78d | Rekha Ghosh             | rekha.ghosh.ece.2022@stvincentngp.edu.in        | student              | 
 fdc309c0-069b-49c4-bdd5-99da51b786ed | Rekha Iyer              | rekha.iyer.csbs.2024@stvincentngp.edu.in        | student              | 
 3903c13a-e086-4a28-9336-11a5e2af9ef7 | Reyansh Bansal          | reyansh.bansal.it.2024@stvincentngp.edu.in      | student              | 
 7a7cf0db-2270-41d5-9eff-7ce114b2c9f7 | Reyansh Khanna          | reyansh.khanna.cse.2024@stvincentngp.edu.in     | student              | 
 dccdc2a1-502b-4bc7-80fb-6794c8760225 | Rita Bhat               | rita.bhat.chem.2023@stvincentngp.edu.in         | student              | 
 96c936f6-ff6e-4c92-808f-fbf95767b527 | Rita Mukherjee          | rita.mukherjee.aids.grad@stvincentngp.edu.in    | student              | 
 2300b5d3-beda-4fee-912c-3b6674025dc2 | Rita Sundaram           | rita.sundaram.csbs.grad@stvincentngp.edu.in     | student              | 
 0f902ef2-afbf-4d25-b4bb-5fe8c66fc2c6 | Rita Varma              | rita.varma.aids.grad@stvincentngp.edu.in        | student              | 
 1de62976-1c2e-4a1c-96bd-bb8ff8a9306a | Riya Chandra            | riya.chandra.it.grad@stvincentngp.edu.in        | student              | 
 63316bd1-57f9-463b-9ede-4e4a3d9f6ebc | Riya Desai              | riya.desai.it.2023@stvincentngp.edu.in          | student              | 
 42926f16-66a7-4773-bc41-e7f45a8ac247 | Riya Joshi              | riya.joshi.mech.2024@stvincentngp.edu.in        | student              | 
 5fa319e5-cdcc-4ac5-b90a-54a78ef99efc | Riya Menon              | riya.menon.cse.2023@stvincentngp.edu.in         | student              | 
 f64d0be6-ffad-49ac-a8b2-b50d43f42dd3 | Riya Mukherjee          | riya.mukherjee.it.2022@stvincentngp.edu.in      | student              | 
 d4b64602-ff9c-4009-82e6-deba3a87de52 | Riya Naidu              | riya.naidu.civil.2022@stvincentngp.edu.in       | student              | 
 7b927dfb-7e4a-40b3-b9d6-f0690d5939b3 | Riya Nair               | riya.nair.chem.2022@stvincentngp.edu.in         | student              | 
 1ac23e35-54f9-4e34-8ff3-bfff79885d88 | Riya Shah               | riya.shah2025@example.com                       | co_coordinator       | 
 14c2825e-09bf-4451-a465-c95ae4284a6a | Riya Singh              | riya.singh.chem.2024@stvincentngp.edu.in        | student              | 
 133a61a7-a20d-465a-af20-26fd2544e1d0 | Rohit Chopra            | rohit.chopra.chem.2024@stvincentngp.edu.in      | student              | 
 d57f7718-1b5f-4889-97a3-76a96a238540 | Rohit Dutta             | rohit.dutta.civil.2024@stvincentngp.edu.in      | student              | 
 066bd297-28e7-4157-b4e2-25e64bd3834c | Rohit Murthy            | rohit.murthy.cse.grad@stvincentngp.edu.in       | student              | 
 61ee5d21-3847-45fb-b8e7-b5f5579dbfee | Rohit Sharma            | rohit.sharma.mech.2024@stvincentngp.edu.in      | student              | 
 4a526572-d81e-4634-94c2-2ea5ae5d75be | Rohit Singh             | rohit.singh.cse.2023@stvincentngp.edu.in        | student              | 
 b9f1d273-57c1-4ba4-9411-5495254ff797 | Ruchika Thosar          | ruchikathosar06@gmail.com                       | secretary            | 
 739d8de7-e9fc-441d-a96e-ad37421098da | Rudra Joshi             | rudra.joshi.it.2024@stvincentngp.edu.in         | student              | 
 234f4ab1-3cc5-45ae-b57b-f508cae2230e | Rudra Malhotra          | rudra.malhotra.it.2024@stvincentngp.edu.in      | student              | 
 3c0310f4-0e98-4a8b-823e-32a128b1188e | Rudra Nair              | rudra.nair.civil.2023@stvincentngp.edu.in       | student              | 
 ea58727b-8c98-4cfe-ab9b-ef43e3622a27 | Rudra Shah              | rudra.shah.ece.2022@stvincentngp.edu.in         | student              | 
 ea39f055-7cf4-4837-b82f-8a36d6c8f7a6 | Sachin Mehta            | sachin.mehta.civil.2024@stvincentngp.edu.in     | student              | 
 f6ff25db-9d05-4145-b0bf-eb0a9f403119 | Sachin Prasad           | sachin.prasad.cse.grad@stvincentngp.edu.in      | student              | 
 7956e013-49c1-4938-923e-03982507f939 | Sachin Raju             | sachin.raju.eee.grad@stvincentngp.edu.in        | student              | 
 588e7c5d-3fdf-4c3f-b498-9455c6c9956d | Sachin Raju             | sachin.raju.mech.2023@stvincentngp.edu.in       | student              | 
 a0c14c4b-530b-42df-b589-cc04f1a1a468 | Sachin Raman            | sachin.raman.ece.2023@stvincentngp.edu.in       | student              | 
 e624fa3f-bb9f-4da6-b569-c6a22904b389 | Sahil Shrivastava       | sahilshri0405@gmail.com                         | vice_president       | 
 550e8400-e29b-41d4-a716-446655440022 | Sahil Shrivastava       | aster.secretary@zenith.com                      | secretary            | aster
 466f3cb4-18bb-485e-827a-e5290cedd969 | Samiksha Dhawas         | samiksha.dhawas@zenith.edu                      | student              | 
 c088cdf3-11ff-408d-b95a-1f50bb794c27 | Sanved Kabade           | sanjeed.kabarle@zenith.edu                      | co_coordinator       | 
 747be3ea-88ed-4ac3-a6a3-bd69028c307b | Sara Khanna             | sara.khanna.mech.grad@stvincentngp.edu.in       | student              | 
 258f881a-71e5-4771-9185-c38c2a2f8c0f | Sara Modi               | sara.modi.civil.grad@stvincentngp.edu.in        | student              | 
 e036f3f6-9138-48ed-b765-7f235cd26ce9 | Sara Raju               | sara.raju.civil.2024@stvincentngp.edu.in        | student              | 
 44a99bf6-b72c-45a4-9916-068bb79c4e8d | Sara Verma              | sara.verma.mech.grad@stvincentngp.edu.in        | student              | 
 241f4f32-458e-410e-b2f2-6dcfda992455 | Sarthak Thote           | sarthak.thote@zenith.edu                        | vice_president       | 
 27b07006-e253-4fdb-a0b7-32c4ecc00550 | Savita Das              | savita.das.cse.2024@stvincentngp.edu.in         | student              | 
 0fa29d11-4834-47db-be7f-9d385bc5c0db | Savita Kapoor           | savita.kapoor.it.2022@stvincentngp.edu.in       | student              | 
 e1e32e12-f57f-410d-a56e-4dcd0c3526ed | Savita Khanna           | savita.khanna.ece.2023@stvincentngp.edu.in      | student              | 
 2e1967b7-3996-4e17-9f07-98719fec9395 | Savita Krishna          | savita.krishna.cse.grad@stvincentngp.edu.in     | student              | 
 dab3aee6-6af4-4873-af15-37cadc6cf86d | Savita Tandon           | savita.tandon.aids.2024@stvincentngp.edu.in     | student              | 
 8fc2a9dd-3565-42d5-a65b-3f948ce046d4 | Savita Venkat           | savita.venkat.civil.grad@stvincentngp.edu.in    | student              | 
 baa5e01a-03f2-4f5b-bb02-9ac1bee12a89 | Savita Verma            | savita.verma.ece.grad@stvincentngp.edu.in       | student              | 
 571ebb33-aeb5-4861-87a0-0c442bae3a6b | Sayali Bambal           | sayalibambal218@gmail.com                       | president            | 
 c3a2589e-dff1-40c3-a59e-ef29cf4c42df | Seeta Bhatia            | seeta.bhatia.civil.2023@stvincentngp.edu.in     | student              | 
 59c443c7-2e5e-41ec-96bb-0b33ca557948 | Sharawari Raut          | shubham.kaut@zenith.edu                         | co_coordinator       | 
 9048a0e5-4e56-4a30-bbaf-53a02b93f316 | Shaurya Murthy          | shaurya.murthy.mech.2022@stvincentngp.edu.in    | student              | 
 8eb864a5-a99b-4d3b-94f9-4619ed66c5e3 | Shreya Borde            | shreya.borde@example.com                        | co_coordinator       | 
 ba93ceb7-b456-4d81-a2a4-75391ecee51a | Sneha Mehta             | sneha.mehta.chem.grad@stvincentngp.edu.in       | student              | 
 e94eeb58-38be-493b-b185-de604aa0566e | Sneha Sethi             | sneha.sethi.chem.2023@stvincentngp.edu.in       | student              | 
 fbbcd147-595f-4eef-b976-366acef8ff26 | Sneha Sharma            | sneha.sharma.civil.2023@stvincentngp.edu.in     | student              | 
 550e8400-e29b-41d4-a716-446655440401 | Sophie Chen             | student2.artovert@zenith.com                    | student              | artovert
 e9b5e78d-e516-47c8-a5aa-501a6c34527a | Sudha Malhotra          | sudha.malhotra.it.2022@stvincentngp.edu.in      | student              | 
 7d668d6b-f685-4911-a305-047d7aa56b28 | Sudha Naidu             | sudha.naidu.aids.grad@stvincentngp.edu.in       | student              | 
 8b8e18b7-96f8-486e-8e0d-e6c4d8a44fc6 | Sunita Goel             | sunita.goel.mech.grad@stvincentngp.edu.in       | student              | 
 8d635cd3-34fd-4c04-8a13-425cef4aea07 | Sunita Jain             | sunita.jain.cse.grad@stvincentngp.edu.in        | student              | 
 6c504779-5a21-41bc-8130-7b5357830cb4 | Sunita Raju             | sunita.raju.cse.grad@stvincentngp.edu.in        | student              | 
 41b85180-78de-4135-8b1b-d525a4612121 | Sunita Srinivas         | sunita.srinivas.eee.grad@stvincentngp.edu.in    | student              | 
 550e8400-e29b-41d4-a716-446655440001 | Super Admin             | superadmin@zenith.com                           | admin                | 
 256b6d4b-24dc-41c6-82ed-3ebcb991e66f | Suresh Jain             | suresh.jain.cse.2024@stvincentngp.edu.in        | student              | 
 49417a0e-0f43-45fb-a5a6-cb47b5582d68 | Suresh Prasad           | suresh.prasad.chem.2024@stvincentngp.edu.in     | student              | 
 cf73c4fb-4ae1-4c9c-8e0c-88fc291b0d0d | Tara Agarwal            | tara.agarwal.aids.2024@stvincentngp.edu.in      | student              | 
 71c3fcbc-dfbc-47a6-9e63-74e85ad7d488 | Tara Bhat               | tara.bhat.cse.2024@stvincentngp.edu.in          | student              | 
 ecba650c-0e82-4a85-81c8-9a46c5444cc4 | Tara Pandya             | tara.pandya.eee.2024@stvincentngp.edu.in        | student              | 
 2c363200-f236-45f5-921e-30e422c0da55 | Tara Roy                | tara.roy.chem.2022@stvincentngp.edu.in          | student              | 
 e75ebfdc-b1e8-440c-a987-c77306ab8348 | Tejasi Rinait           | tejasri.rinait@zenith.edu                       | coordinator          | 
 5aaf2cd5-eac6-4303-8c0c-d60e56576dc8 | Test User 1754509297076 | test.api.1754509297076@example.com              | student              | ascend
 a758760c-468e-4185-b84c-374ec2168a4a | Uday Bhoyar             | uday.bhoyar@example.com                         | co_coordinator       | 
 8aaa38fc-21a0-4fd4-a756-492dcb0cf9fe | Usha Goyal              | usha.goyal.civil.2024@stvincentngp.edu.in       | student              | 
 333586c1-3015-4219-ad23-4e4cf2264e7f | Usha Murthy             | usha.murthy.civil.2023@stvincentngp.edu.in      | student              | 
 79af793e-5d26-4f6d-9e53-66bbe0608925 | Usha Murthy             | usha.murthy.cse.2024@stvincentngp.edu.in        | student              | 
 ca6ae40f-c07f-4d11-8fda-49f4b9623cff | Usha Pillai             | usha.pillai.aids.2022@stvincentngp.edu.in       | student              | 
 10c8cccc-ec4f-4e6b-87b5-6249996e0454 | Usha Thakkar            | usha.thakkar.cse.grad@stvincentngp.edu.in       | student              | 
 883831a7-c437-4fe4-9774-88db0103a5d1 | Varun Chopra            | varun.chopra.cse.2022@stvincentngp.edu.in       | student              | 
 bfd29cec-50f9-4f35-8c6e-ed8470556fe7 | Varun Goyal             | varun.goyal.aids.2023@stvincentngp.edu.in       | student              | 
 96ed8413-d286-494c-9193-94c5df18c332 | Varun Krishna           | varun.krishna.cse.2023@stvincentngp.edu.in      | student              | 
 febf3dd5-655c-4e18-86a9-2abbf245cb16 | Vedanti Wandhare        | vedant.wardhana@zenith.edu                      | secretary            | 
 a1129a33-cad2-49ea-aece-910e1b9fa9f0 | Vedant Menon            | vedant.menon.mech.2023@stvincentngp.edu.in      | student              | 
 1e6ee6a2-5f08-47e6-964a-9b107164bab5 | Vedant Menon            | vedant.menon.csbs.2023@stvincentngp.edu.in      | student              | 
 3e6a0b6b-cdc8-4078-a7fc-0dbb57129ac6 | Vedant Pillai           | vedant.pillai.eee.2024@stvincentngp.edu.in      | student              | 
 d07c1a56-6d7c-40ea-8534-fec7565d31e7 | Vedant Thakkar          | vedant.thakkar.aids.2024@stvincentngp.edu.in    | student              | 
 516a1eee-d8f9-4283-8cfb-740c0387ca8c | Vidhi Pravin Menghare   | vidhi.morajkar@zenith.edu                       | student              | 
 3671347e-912b-49bf-897a-bc97e7f31916 | Vihaan Chopra           | vihaan.chopra.it.grad@stvincentngp.edu.in       | student              | 
 07190594-c37f-4ac0-bcfa-cb68ed30d242 | Vihaan Kumar            | vihaan.kumar.chem.2022@stvincentngp.edu.in      | student              | 
 3c0ceb61-764b-45a7-88de-4405d04a681d | Vihaan Kumar            | vihaan.kumar.eee.2023@stvincentngp.edu.in       | student              | 
 c5f7f24a-2ed9-41d6-9186-ae92590ad41d | Vihaan Srinivas         | vihaan.srinivas.mech.grad@stvincentngp.edu.in   | student              | 
 aa548ac7-913a-47db-91bf-a3d3046754ca | Vivaan Chatterjee       | vivaan.chatterjee.csbs.2024@stvincentngp.edu.in | student              | 
 f42cb37d-1508-4ed0-81db-9660aea4cc64 | Vivaan Shah             | vivaan.shah.aids.2024@stvincentngp.edu.in       | student              | 
 7df9bc12-44d8-456c-bf9e-4aa833aec4cd | Yash Gupta              | yash.gupta.mech.2024@stvincentngp.edu.in        | student              | 
 3f925245-2286-4eae-bb5a-c3bf53c556df | Yash Menon              | yash.menon.ece.grad@stvincentngp.edu.in         | student              | 
 b3259e69-05e5-415e-a756-815321804f0b | Yash Pandya             | yash.pandya.civil.grad@stvincentngp.edu.in      | student              | 
 8694ff1f-1d1e-4a7b-8ecb-eebda2c937d3 | Yash Siddhabhatti       | yash.siddhabhatti@zenith.edu                    | president            | 
 1351d77c-38fe-4dd3-84bd-7d9aff156a82 | Yogeshvar Chaudhari     | yagneshwar.chaudhari@zenith.edu                 | treasurer            | 
 7c36ecbe-44d3-40df-8b8b-886e5385e839 | Yogeshvar Chaudhari     | yogeshvar.chaudhari@zenith.edu                  | treasurer            | 
(310 rows)

